project_id,worksite_id,project_year,county,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,density_contemp,density_m2_contemp,density_km2_contemp,density_10km2_contemp,density_100km2_contemp,density_cummul,density_m2_cummul,density_km2_cummul,density_10km2_cummul,density_100km2_cummul
BLM - BLM_5054,BLM - BLM_5054-WS-1,2005,NA,OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,268619.14576201385,TRUE,1.2944028537582622e-11,4.284473445939848e-9,0.004284473445939848,0.4284473445939848,42.84473445939848,1.2944028537582622e-11,4.284473445939848e-9,0.004284473445939848,0.4284473445939848,42.84473445939848
BLM - BLM_5065,BLM - BLM_5065-WS-1,2005,NA,OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,91246.40864385015,TRUE,6.562842218654163e-12,2.172300774374528e-9,0.002172300774374528,0.2172300774374528,21.723007743745278,6.562842218654163e-12,2.172300774374528e-9,0.002172300774374528,0.2172300774374528,21.723007743745278
BLM - BLM_5066,BLM - BLM_5066-WS-1,2005,NA,OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,100242.5334397227,TRUE,6.508981247302222e-12,2.1544727928570352e-9,0.0021544727928570354,0.21544727928570354,21.544727928570353,6.508981247302222e-12,2.1544727928570352e-9,0.0021544727928570354,0.21544727928570354,21.544727928570353
BLM - BLM_5068,BLM - BLM_5068-WS-1,2005,NA,OR,LOWER DEER CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,5.4495534628572305e-12,1.8038021962057432e-9,0.0018038021962057432,0.18038021962057432,18.03802196205743,5.4495534628572305e-12,1.8038021962057432e-9,0.0018038021962057432,0.18038021962057432,18.03802196205743
BLM - BLM_5069,BLM - BLM_5069-WS-1,2005,NA,OR,MCMULLIN CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,4.749605937267859e-12,1.5721195652356615e-9,0.0015721195652356615,0.15721195652356615,15.721195652356615,4.749605937267859e-12,1.5721195652356615e-9,0.0015721195652356615,0.15721195652356615,15.721195652356615
BLM - BLM_5086,BLM - BLM_5086-WS-1,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,1.789914218779195e-11,5.924616064159136e-9,0.005924616064159136,0.5924616064159136,59.24616064159136,1.789914218779195e-11,5.924616064159136e-9,0.005924616064159136,0.5924616064159136,59.24616064159136
BLM - BLM_5086,BLM - BLM_5086-WS-2,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,1.789914218779195e-11,5.924616064159136e-9,0.005924616064159136,0.5924616064159136,59.24616064159136,1.789914218779195e-11,5.924616064159136e-9,0.005924616064159136,0.5924616064159136,59.24616064159136
BLM - BLM_5086,BLM - BLM_5086-WS-3,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,1.7898669688086546e-11,5.924459666756647e-9,0.005924459666756646,0.5924459666756646,59.24459666756646,1.7898669688086546e-11,5.924459666756647e-9,0.005924459666756646,0.5924459666756646,59.24459666756646
BLM - BLM_5087,BLM - BLM_5087-WS-1,2005,NA,OR,LOWER WOLF CREEK,WOLF CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,5140.6427404986,TRUE,1.8010593694391245e-11,5.961506512843502e-9,0.005961506512843502,0.5961506512843502,59.61506512843502,1.8010593694391245e-11,5.961506512843502e-9,0.005961506512843502,0.5961506512843502,59.61506512843502
BLM - BLM_5088,BLM - BLM_5088-WS-1,2005,NA,OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1285.16068512465,TRUE,1.7682866312075284e-11,5.853028749296919e-9,0.005853028749296919,0.5853028749296919,58.530287492969194,1.7682866312075284e-11,5.853028749296919e-9,0.005853028749296919,0.5853028749296919,58.530287492969194
BLM - BLM_5088,BLM - BLM_5088-WS-2,2005,NA,OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1285.16068512465,TRUE,1.7682866312075284e-11,5.853028749296919e-9,0.005853028749296919,0.5853028749296919,58.530287492969194,1.7682866312075284e-11,5.853028749296919e-9,0.005853028749296919,0.5853028749296919,58.530287492969194
BLM - BLM_5214,BLM - BLM_5214-WS-1,2005,NA,OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,1.3529366931394041e-11,4.4782204542914275e-9,0.004478220454291427,0.4478220454291427,44.78220454291427,1.3529366931394041e-11,4.4782204542914275e-9,0.004478220454291427,0.4478220454291427,44.78220454291427
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-1,2005,NA,OR,UPPER GROUSE CREEK,MIDDLE IMNAHA RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,1.9259948464884995e-12,6.375042941876934e-10,6.375042941876934e-4,0.06375042941876934,6.375042941876933,1.9259948464884995e-12,6.375042941876934e-10,6.375042941876934e-4,0.06375042941876934,6.375042941876933
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-2,2005,NA,OR,BIG SHEEP CREEK-TYEE CREEK,BIG SHEEP CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,1.8730866954586045e-12,6.19991696196798e-10,6.199916961967981e-4,0.06199916961967981,6.199916961967981,1.8730866954586045e-12,6.19991696196798e-10,6.199916961967981e-4,0.06199916961967981,6.199916961967981
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-3,2005,NA,OR,LOWER GROUSE CREEK,MIDDLE IMNAHA RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,1.9004700029029773e-12,6.290555709608855e-10,6.290555709608855e-4,0.06290555709608854,6.290555709608854,1.9004700029029773e-12,6.290555709608855e-10,6.290555709608855e-4,0.06290555709608854,6.290555709608854
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-4,2005,NA,OR,BIG SHEEP CREEK-MARR CREEK,BIG SHEEP CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,1.8647081249397198e-12,6.172183893550472e-10,6.172183893550472e-4,0.06172183893550472,6.172183893550472,1.8647081249397198e-12,6.172183893550472e-10,6.172183893550472e-4,0.06172183893550472,6.172183893550472
GRMWP - GRMWP_1748,GRMWP - GRMWP_1748-WS-1,2005,NA,OR,CABIN CREEK,GRANDE RONDE RIVER/CABIN CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,9952.284345605289,FALSE,7.073824108670813e-13,2.341435779970039e-10,2.341435779970039e-4,0.02341435779970039,2.341435779970039,7.073824108670813e-13,2.341435779970039e-10,2.341435779970039e-4,0.02341435779970039,2.341435779970039
HWS - HWS_10958,HWS - HWS_10958-WS-1,2005,NA,WA,CLALLAM RIVER,PYSHT/CLALLAM RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,22136.892801272097,TRUE,5.254355620216855e-13,1.7391917102917792e-10,1.739191710291779e-4,0.017391917102917792,1.739191710291779,5.254355620216855e-13,1.7391917102917792e-10,1.739191710291779e-4,0.017391917102917792,1.739191710291779
HWS - HWS_11138,HWS - HWS_11138-WS-1,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,7.916794686542925e-12,2.620459041245708e-9,0.002620459041245708,0.2620459041245708,26.20459041245708,7.916794686542925e-12,2.620459041245708e-9,0.002620459041245708,0.2620459041245708,26.20459041245708
HWS - HWS_11138,HWS - HWS_11138-WS-2,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,7.837590819457583e-12,2.59424256124046e-9,0.00259424256124046,0.259424256124046,25.9424256124046,7.837590819457583e-12,2.59424256124046e-9,0.00259424256124046,0.259424256124046,25.9424256124046
HWS - HWS_11138,HWS - HWS_11138-WS-3,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,7.844991622634164e-12,2.5966922270919083e-9,0.0025966922270919085,0.25966922270919085,25.966922270919085,7.844991622634164e-12,2.5966922270919083e-9,0.0025966922270919085,0.25966922270919085,25.966922270919085
HWS - HWS_11138,HWS - HWS_11138-WS-4,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,7.762447577025209e-12,2.569370147995344e-9,0.0025693701479953444,0.25693701479953446,25.693701479953447,7.762447577025209e-12,2.569370147995344e-9,0.0025693701479953444,0.25693701479953446,25.693701479953447
HWS - HWS_11138,HWS - HWS_11138-WS-5,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,7.888854737102459e-12,2.611210917980914e-9,0.002611210917980914,0.2611210917980914,26.11210917980914,7.888854737102459e-12,2.611210917980914e-9,0.002611210917980914,0.2611210917980914,26.11210917980914
HWS - HWS_11816,HWS - HWS_11816-WS-1,2005,NA,WA,NOOKACHAMPS CREEK,LOWER SKAGIT RIVER/NOOKACHAMPS CREEK,LOWER SKAGIT,PUGET SOUND,HABITAT WORK SCHEDULE,28696.71278314014,FALSE,2.882494414198245e-12,9.541056510996191e-10,9.541056510996191e-4,0.09541056510996192,9.541056510996192,2.882494414198245e-12,9.541056510996191e-10,9.541056510996191e-4,0.09541056510996192,9.541056510996192
HWS - HWS_11820,HWS - HWS_11820-WS-1,2005,NA,WA,SAMISH RIVER,SAMISH RIVER,STRAIT OF GEORGIA,PUGET SOUND,HABITAT WORK SCHEDULE,160847.74262901855,FALSE,3.0060059937908775e-12,9.949879839447805e-10,9.949879839447806e-4,0.09949879839447806,9.949879839447807,3.0060059937908775e-12,9.949879839447805e-10,9.949879839447806e-4,0.09949879839447806,9.949879839447807
HWS - HWS_11849,HWS - HWS_11849-WS-1,2005,NA,WA,SAMISH RIVER,SAMISH RIVER,STRAIT OF GEORGIA,PUGET SOUND,HABITAT WORK SCHEDULE,118937.76592623098,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HWS - HWS_11961,HWS - HWS_11961-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,159462.73781026658,FALSE,7.644618838307955e-12,2.530368835479933e-9,0.0025303688354799334,0.25303688354799336,25.303688354799338,7.644618838307955e-12,2.530368835479933e-9,0.0025303688354799334,0.25303688354799336,25.303688354799338
HWS - HWS_11966,HWS - HWS_11966-WS-1,2005,NA,WA,KENNEDY CREEK,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,184807.3916816098,FALSE,4.830683442120973e-12,1.598956219342042e-9,0.001598956219342042,0.1598956219342042,15.98956219342042,4.830683442120973e-12,1.598956219342042e-9,0.001598956219342042,0.1598956219342042,15.98956219342042
HWS - HWS_11972,HWS - HWS_11972-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,80678.53233007016,FALSE,4.051045266559474e-12,1.340895983231186e-9,0.0013408959832311859,0.1340895983231186,13.40895983231186,4.051045266559474e-12,1.340895983231186e-9,0.0013408959832311859,0.1340895983231186,13.40895983231186
HWS - HWS_16528,HWS - HWS_16528-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,154219.282214958,FALSE,5.0621790526694815e-12,1.6755812664335984e-9,0.0016755812664335983,0.16755812664335984,16.755812664335984,5.0621790526694815e-12,1.6755812664335984e-9,0.0016755812664335983,0.16755812664335984,16.755812664335984
HWS - HWS_16533,HWS - HWS_16533-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,331571.4567621597,FALSE,7.637798210850803e-12,2.5281112077916156e-9,0.0025281112077916155,0.25281112077916157,25.281112077916156,7.637798210850803e-12,2.5281112077916156e-9,0.0025281112077916155,0.25281112077916157,25.281112077916156
HWS - HWS_7540,HWS - HWS_7540-WS-1,2005,NA,WA,MIDDLE GREEN RIVER/HOWARD HANSEN DAM,MIDDLE GREEN RIVER,DUWAMISH,PUGET SOUND,HABITAT WORK SCHEDULE,272184.1815025496,FALSE,7.844599034861438e-13,2.596562280539136e-10,2.5965622805391357e-4,0.02596562280539136,2.596562280539136,7.844599034861438e-13,2.596562280539136e-10,2.5965622805391357e-4,0.02596562280539136,2.596562280539136
HWS - HWS_9156,HWS - HWS_9156-WS-1,2005,NA,WA,LOWER NORTH FORK STILLAGUAMISH RIVER,NORTH FORK STILLAGUAMISH RIVER,STILLAGUAMISH,PUGET SOUND,HABITAT WORK SCHEDULE,51561.93184788608,FALSE,3.20791682931364e-12,1.0618204705028147e-9,0.0010618204705028147,0.10618204705028146,10.618204705028147,3.20791682931364e-12,1.0618204705028147e-9,0.0010618204705028147,0.10618204705028146,10.618204705028147
NOAA RESTORATION - NOAA_812,NOAA RESTORATION - NOAA_812-WS-1,2005,NA,OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,74233.45149417003,TRUE,9.46061558044609e-12,3.131463757127656e-9,0.003131463757127656,0.3131463757127656,31.31463757127656,9.46061558044609e-12,3.131463757127656e-9,0.003131463757127656,0.3131463757127656,31.31463757127656
NOAA RESTORATION - NOAA_813,NOAA RESTORATION - NOAA_813-WS-1,2005,NA,OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,74233.45149417003,TRUE,8.982882866190679e-12,2.9733342287091145e-9,0.0029733342287091144,0.2973334228709114,29.73334228709114,8.982882866190679e-12,2.9733342287091145e-9,0.0029733342287091144,0.2973334228709114,29.73334228709114
NOAA RESTORATION - NOAA_930,NOAA RESTORATION - NOAA_930-WS-1,2005,NA,WA,BAINBRIDGE ISLAND,PUGET SOUND/EAST PASSAGE,PUGET SOUND,PUGET SOUND,NOAA RESTORATION,80374.01350572988,FALSE,4.5768181100821406e-12,1.5149267944371885e-9,0.0015149267944371885,0.15149267944371886,15.149267944371886,4.5768181100821406e-12,1.5149267944371885e-9,0.0015149267944371885,0.15149267944371886,15.149267944371886
NOAA RESTORATION - NOAA_942,NOAA RESTORATION - NOAA_942-WS-1,2005,NA,OR,LOWER NESTUCCA RIVER,NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,NOAA RESTORATION,123601.61405254834,TRUE,1.6536411097257035e-11,5.473552073192078e-9,0.005473552073192079,0.5473552073192078,54.735520731920786,1.6536411097257035e-11,5.473552073192078e-9,0.005473552073192079,0.5473552073192078,54.735520731920786
OWRI - OR_20040215,OWRI - OR_20040215-WS-1,2005,NA,OR,BEAR CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,102010.91454245422,FALSE,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043
OWRI - OR_20040215,OWRI - OR_20040215-WS-2,2005,NA,OR,BEAR CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,102010.91454245422,FALSE,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043
OWRI - OR_20040215,OWRI - OR_20040215-WS-3,2005,NA,OR,BEAR CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,102010.91454245422,FALSE,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043,2.8062105911888348e-11,9.288557056835043e-9,0.009288557056835043,0.9288557056835043,92.88557056835043
OWRI - OR_20040215,OWRI - OR_20040215-WS-4,2005,NA,OR,BEAR CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,102010.91454245422,FALSE,2.852394978268085e-11,9.441427378067361e-9,0.009441427378067361,0.9441427378067361,94.41427378067361,2.852394978268085e-11,9.441427378067361e-9,0.009441427378067361,0.9441427378067361,94.41427378067361
OWRI - OR_20040368,OWRI - OR_20040368-WS-1,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,87631.2516365945,FALSE,2.3696007028330666e-11,7.84337832637745e-9,0.007843378326377451,0.784337832637745,78.4337832637745,2.3696007028330666e-11,7.84337832637745e-9,0.007843378326377451,0.784337832637745,78.4337832637745
OWRI - OR_20040368,OWRI - OR_20040368-WS-2,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,87631.2516365945,FALSE,2.3752232958762534e-11,7.8619891093504e-9,0.0078619891093504,0.78619891093504,78.61989109350401,2.3752232958762534e-11,7.8619891093504e-9,0.0078619891093504,0.78619891093504,78.61989109350401
OWRI - OR_20040368,OWRI - OR_20040368-WS-3,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.426573572181673e-11,8.031958523921337e-9,0.008031958523921337,0.8031958523921338,80.31958523921338,2.426573572181673e-11,8.031958523921337e-9,0.008031958523921337,0.8031958523921338,80.31958523921338
OWRI - OR_20040368,OWRI - OR_20040368-WS-4,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.426573572181673e-11,8.031958523921337e-9,0.008031958523921337,0.8031958523921338,80.31958523921338,2.426573572181673e-11,8.031958523921337e-9,0.008031958523921337,0.8031958523921338,80.31958523921338
OWRI - OR_20040368,OWRI - OR_20040368-WS-5,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.3696007028330666e-11,7.84337832637745e-9,0.007843378326377451,0.784337832637745,78.4337832637745,2.3696007028330666e-11,7.84337832637745e-9,0.007843378326377451,0.784337832637745,78.4337832637745
OWRI - OR_20040368,OWRI - OR_20040368-WS-6,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.3633263845400652e-11,7.822610332827615e-9,0.007822610332827615,0.7822610332827615,78.22610332827615,2.3633263845400652e-11,7.822610332827615e-9,0.007822610332827615,0.7822610332827615,78.22610332827615
OWRI - OR_20040368,OWRI - OR_20040368-WS-7,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.3633263845400652e-11,7.822610332827615e-9,0.007822610332827615,0.7822610332827615,78.22610332827615,2.3633263845400652e-11,7.822610332827615e-9,0.007822610332827615,0.7822610332827615,78.22610332827615
OWRI - OR_20040368,OWRI - OR_20040368-WS-8,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.3058141778015687e-11,7.632244928523193e-9,0.007632244928523193,0.7632244928523193,76.32244928523193,2.3058141778015687e-11,7.632244928523193e-9,0.007632244928523193,0.7632244928523193,76.32244928523193
OWRI - OR_20040368,OWRI - OR_20040368-WS-9,2005,NA,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,87631.2516365945,FALSE,2.3118478294868266e-11,7.652216315601396e-9,0.0076522163156013965,0.7652216315601397,76.52216315601396,2.3118478294868266e-11,7.652216315601396e-9,0.0076522163156013965,0.7652216315601397,76.52216315601396
OWRI - OR_20050026,OWRI - OR_20050026-WS-1,2005,NA,OR,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,506719.5807343726,FALSE,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207
OWRI - OR_20050026,OWRI - OR_20050026-WS-2,2005,NA,OR,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,506719.5807343726,FALSE,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207
OWRI - OR_20050026,OWRI - OR_20050026-WS-3,2005,NA,OR,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,506719.5807343726,FALSE,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207
OWRI - OR_20050026,OWRI - OR_20050026-WS-4,2005,NA,OR,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,506719.5807343726,FALSE,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207
OWRI - OR_20050026,OWRI - OR_20050026-WS-5,2005,NA,OR,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,506719.5807343726,FALSE,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207,3.171465341090093e-11,1.0497550279008209e-8,0.010497550279008208,1.0497550279008208,104.97550279008207
