id,project_id,worksite_id,project_year,county,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,geometry,comid,reachcode,reach_meas,offset,slope
46,BLM - BLM_5050,BLM - BLM_5050-WS-1,2005,NA,OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,250088.4138432015,TRUE,"c(-13706299.1331246, 5333839.57935539)",23902001,17100302000549,12.709452802015633,75.4163853680443,0.04891324
47,BLM - BLM_5051,BLM - BLM_5051-WS-1,2005,NA,OR,SHIVELY CREEK,SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,331527.76129886543,TRUE,"c(-13711536.7151665, 5302969.90183222)",23903245,17100302001151,76.87702422777956,51.70731932676395,0.02035842
48,BLM - BLM_5053,BLM - BLM_5053-WS-1,2005,NA,OR,LOWER SOUTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,264333.1348771231,TRUE,"c(-13710266.5597765, 5319515.38256419)",23903099,17100302001084,41.75236235711457,51.08352051929714,0.04206561
49,BLM - BLM_5054,BLM - BLM_5054-WS-1,2005,NA,OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,268619.14576201385,TRUE,"c(-13702159.161262, 5333406.29914085)",NA,NA,NA,NA,NA
50,BLM - BLM_5065,BLM - BLM_5065-WS-1,2005,NA,OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,91246.40864385015,TRUE,"c(-13773568.3882161, 5241485.50045816)",23945499,17100311000285,19.55279266548156,77.3696903342452,0.04385576
51,BLM - BLM_5066,BLM - BLM_5066-WS-1,2005,NA,OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,100242.5334397227,TRUE,"c(-13773904.5730783, 5241168.25402385)",23945499,17100311000285,8.808001314760787,64.14181117573209,0.04385576
52,BLM - BLM_5068,BLM - BLM_5068-WS-1,2005,NA,OR,LOWER DEER CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,"c(-13756595.5054548, 5207297.83415775)",23945419,17100311000245,18.73723756603995,65.16816865775742,0.01787292
53,BLM - BLM_5069,BLM - BLM_5069-WS-1,2005,NA,OR,MCMULLIN CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,"c(-13750370.5195297, 5193179.88628254)",23945387,17100311000229,42.28585378914512,76.96969201679231,0.05430706
54,BLM - BLM_5086,BLM - BLM_5086-WS-1,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,"c(-13742542.5329371, 5464024.76163333)",23889734,17100206000155,62.283161122240266,47.58641448886498,0.02427683
55,BLM - BLM_5086,BLM - BLM_5086-WS-2,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,"c(-13742723.9837071, 5463866.94000411)",23889734,17100206000155,56.952921328454494,58.907297219854584,0.02427683
56,BLM - BLM_5086,BLM - BLM_5086-WS-3,2005,NA,OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,3212.9017128116247,TRUE,"c(-13742959.9810276, 5463257.34075064)",NA,NA,NA,NA,NA
57,BLM - BLM_5087,BLM - BLM_5087-WS-1,2005,NA,OR,LOWER WOLF CREEK,WOLF CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,5140.6427404986,TRUE,"c(-13751379.0741163, 5460247.07069475)",23890338,17100206000433,42.38395530166138,66.08478350075565,0.00893676
58,BLM - BLM_5088,BLM - BLM_5088-WS-1,2005,NA,OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1285.16068512465,TRUE,"c(-13736638.1471454, 5438409.60690559)",NA,NA,NA,NA,NA
59,BLM - BLM_5088,BLM - BLM_5088-WS-2,2005,NA,OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1285.16068512465,TRUE,"c(-13736622.5624167, 5438383.37627062)",NA,NA,NA,NA,NA
60,BLM - BLM_5102,BLM - BLM_5102-WS-1,2006,NA,OR,DEAN CREEK,LOWER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,46576.455899293556,TRUE,"c(-13807305.9862908, 5417629.03771963)",24528896,17100303000734,42.83801570265733,144.2613000677587,0.03098906
61,BLM - BLM_5112,BLM - BLM_5112-WS-1,2007,NA,OR,SIUSLAW RIVER-SIUSLAW BEND,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1822.1068850863676,TRUE,"c(-13750794.6467896, 5444711.75323788)",23890490,17100206000508,1.5101991579894616,69.01406413541699,0.07522037
62,BLM - BLM_5113,BLM - BLM_5113-WS-1,2007,NA,OR,CAMP CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,BLM,174557.839591274,TRUE,"c(-13670338.4848188, 5484330.56095702)",23774167,17090004000679,7.75920616897956,110.64148260109498,0.14315642
63,BLM - BLM_5142,BLM - BLM_5142-WS-1,2006,NA,OR,UPPER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,158414.83393707237,TRUE,"c(-13711201.6434992, 5267217.99204191)",23940791,17100310000239,100,29.465979402520876,0.00969306
64,BLM - BLM_5143,BLM - BLM_5143-WS-1,2006,NA,OR,COW CREEK-QUINES CREEK,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,224524.96148561436,TRUE,"c(-13721330.6039664, 5272365.36487469)",23902195,17100302000641,14.588021396867603,49.4132763407646,0.05251041
65,BLM - BLM_5144,BLM - BLM_5144-WS-1,2006,NA,OR,COW CREEK-FORTUNE BRANCH,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,162156.91662849925,TRUE,"c(-13729298.8531174, 5275997.64839913)",23902199,17100302000643,16.834979304741864,44.587993347985524,0.04746227
66,BLM - BLM_5146,BLM - BLM_5146-WS-1,2006,NA,OR,LOWER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,272520.9140858559,TRUE,"c(-13753811.4049901, 5259418.20586578)",23941185,17100310000429,8.113203467887573,39.75804147585563,0.07832317
67,BLM - BLM_5167,BLM - BLM_5167-WS-1,2006,NA,OR,SUSAN CREEK,MIDDLE NORTH UMPQUA,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,348013.69030270225,TRUE,"c(-13686911.7306081, 5359067.0892012)",23895400,17100301000685,36.99252598842657,62.021463651037045,0.03354577
68,BLM - BLM_5175,BLM - BLM_5175-WS-1,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13182405.1191635, 6043978.25999208)",NA,NA,NA,NA,NA
69,BLM - BLM_5175,BLM - BLM_5175-WS-3,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13182962.8298124, 6045109.63656963)",24398658,17020013000483,18.578607195165404,28.860515886918524,0.00309859
70,BLM - BLM_5175,BLM - BLM_5175-WS-4,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13182686.7574752, 6045368.96566372)",NA,NA,NA,NA,NA
71,BLM - BLM_5175,BLM - BLM_5175-WS-5,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13183176.5632347, 6044807.37108739)",24398658,17020013000483,5.996965868328417,75.71259469452636,0.00309859
72,BLM - BLM_5175,BLM - BLM_5175-WS-6,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13183360.2403945, 6044244.16145159)",24398690,17020013000497,88.05678661326897,60.93579854178889,0.00567316
73,BLM - BLM_5175,BLM - BLM_5175-WS-7,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13182615.5130011, 6045626.65069605)",NA,NA,NA,NA,NA
74,BLM - BLM_5175,BLM - BLM_5175-WS-8,2007,NA,WA,UPPER LAKE CREEK,CRAB CREEK/LAKE CREEK,UPPER COLUMBIA,UPPER COLUMBIA,BLM,267242.3431460006,FALSE,"c(-13182568.758815, 6046444.35605479)",24398658,17020013000483,61.34055164946405,16.141138554920172,0.00309859
75,BLM - BLM_5180,BLM - BLM_5180-WS-1,2007,NA,OR,COW CREEK-QUINES CREEK,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,267242.3431460006,FALSE,"c(-13718583.2389337, 5270295.16698619)",NA,NA,NA,NA,NA
76,BLM - BLM_5182,BLM - BLM_5182-WS-1,2007,NA,OR,COW CREEK-MCCULLOUGH CREEK,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,121473.79233909117,FALSE,"c(-13744152.212774, 5274578.52576568)",23902889,17100302000983,27.942127897378782,100.57214502675033,0.0618897
77,BLM - BLM_5185,BLM - BLM_5185-WS-1,2007,NA,OR,WEST FORK SMITH RIVER-LOWER UMPQUA RIVER,LOWER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,85031.65463736381,TRUE,"c(-13771829.5777699, 5444163.63635294)",24527534,17100303000439,14.2314645933819,5.408330492488296,0.0079499
78,BLM - BLM_5214,BLM - BLM_5214-WS-1,2005,NA,OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,154219.282214958,TRUE,"c(-13706097.6448463, 5333058.46902588)",23902989,17100302001030,1.8726371864406985,72.60429744093244,0.0583419
79,BLM - BLM_5229,BLM - BLM_5229-WS-1,2007,NA,OR,UPPER LAKE CREEK,LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,1822.1068850863676,TRUE,"c(-13746948.5583827, 5507462.29239282)",23890630,17100206000568,65.51954910056851,22.49032176837676,0.06642926
80,BLM - BLM_5231,BLM - BLM_5231-WS-1,2007,NA,OR,UPPER BIG RIVER,UPPER COAST FORK WILLAMETTE RIVER,WILLAMETTE,WILLAMETTE,BLM,168848.57135133672,TRUE,"c(-13691201.9837832, 5401349.23800346)",NA,NA,NA,NA,NA
81,BLM - BLM_5232,BLM - BLM_5232-WS-1,2007,NA,OR,UPPER BIG RIVER,UPPER COAST FORK WILLAMETTE RIVER,WILLAMETTE,WILLAMETTE,BLM,149048.34320006488,TRUE,"c(-13686937.334091, 5399748.03256152)",23759364,17090002000060,55.23501130233709,70.42906823501868,0.01620952
82,BLM - BLM_5233,BLM - BLM_5233-WS-1,2007,NA,OR,UPPER BIG RIVER,UPPER COAST FORK WILLAMETTE RIVER,WILLAMETTE,WILLAMETTE,BLM,136536.54258913847,TRUE,"c(-13685112.8076369, 5398916.80579483)",23760240,17090002000463,7.153155006229525,70.54928850005793,0.07734886
83,BLM - BLM_5239,BLM - BLM_5239-WS-1,2008,NA,OR,UPPER LUCKIAMUTE RIVER-MAXFIELD CREEK,LUCKIAMUTE RIVER,WILLAMETTE,WILLAMETTE,BLM,89360.07742174968,TRUE,"c(-13735452.5945685, 5573577.79294178)",NA,NA,NA,NA,NA
84,BLM - BLM_5258,BLM - BLM_5258-WS-1,2008,NA,OR,MCMULLIN CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,55998.98185096313,TRUE,"c(-13753607.690322, 5191283.25073702)",23945837,17100311000453,74.00546798116635,103.1788317153764,0.03917569
