project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,publand,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,x1.x,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,x1.y,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,project_year,nlcd_current,geometry,here_class_0,here_class_badmatch,here_class_namatch,here_speed_0,here_speed_badmatch,here_paved_0
OWRI - OR_20010760,OWRI - OR_20010760-WS-28,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10636.313046423254,"Eugene, OR Urbanized Area",10636.313046423254,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752694,7.34,0,1.69,0,1.69,0,3.96,0,1.41,0,1.41,0,0.02,0,0.1,0.03,0,0,0,0.39,84.84,0.83,8.18,3.64,1.95,0,0.01,0,0,0.07,0,0.46,0.13,0.02,0.01,0,1.49,69.56,1.76,12.95,4.88,8.66,0,0,0,0,0.02,0,0.1,0.03,0,0,0,0.39,84.84,0.83,8.18,3.64,1.95,0,0.01,0,0,0.00783678,71.92,1239.96,1500.12,1500.12,47.46,51.12,51.12,20.49,1.01,23.02,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551539,0,0,1.67,0.01,0,0,0,0,0,0.03,0,0,0,0,1.71,2551539,0,0,1.35,0.02,0,0,0,0,0,0.13,0,0,0,0,1.5,2551539,0,0,1.67,0.01,0,0,0,0,0,0.03,0,0,0,0,1.71,151.99,0.019883,27.7,616.39,189.07,1270.01,71.92,34.14,18.75,368.48,189.07,713.19,0.01,11.788,151.99,27.7,616.39,189.07,1270.01,0.019883,71.92,9,35,35,1.17,0.35,0.47,0.47,42,42,42,42,42,42,42,1060.09,Norton Creek,Steelhead,Spawning and rearing,10.71,1412,17090001007854,460,7.76285934,1.6,7,5,N,Y,2001,42,"c(-122.721088, 44.001097)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-29,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10683.483920120949,"Eugene, OR Urbanized Area",10683.483920120949,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,42,42,42,71,71,1031.93,Norton Creek,Steelhead,Spawning and rearing,52.61,1412,17090001007854,460,7.76285934,14.36,7,5,N,Y,2001,42,"c(-122.720571, 44.000891)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-3,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10196.866403243956,"Eugene, OR Urbanized Area",10196.866403243956,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752878,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0.09554878,1.134,1403.76,1403.76,1403.76,48,48,48,2.99,0.24,0.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,1.22,0.088496,24.64,644.18,525.49,772.92,1.13,1.22,24.64,644.18,525.49,772.92,0.1,1.134,1.22,24.64,644.18,525.49,772.92,0.088496,1.13,1,1,1,1.03,0.93,0.93,0.93,42,42,42,42,42,42,42,955.09,Norton Creek,Steelhead,Spawning and rearing,4.28,276,17090001009600,460,2.56077027,0.88,7,5,N,Y,2001,42,"c(-122.720752, 44.008941)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-30,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10641.365424951462,"Eugene, OR Urbanized Area",10641.365424951462,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,42,42,42,71,71,674.68,Norton Creek,Steelhead,Spawning and rearing,90.62,244,17090001007880,460,9.69237709,1.95,7,5,N,Y,2001,42,"c(-122.717545, 44.004998)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-4,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10550.77257871419,"Eugene, OR Urbanized Area",10550.77257871419,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,42,42,42,42,42,717.68,Norton Creek,Steelhead,Spawning and rearing,85.87,590,17090001003116,460,9.69237709,8.84,7,5,N,Y,2001,42,"c(-122.718204, 44.005787)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-5,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10628.820626506142,"Eugene, OR Urbanized Area",10628.820626506142,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,42,42,42,42,42,712.11,Norton Creek,Steelhead,Spawning and rearing,103.8,590,17090001003116,460,9.69237709,4.66,7,5,N,Y,2001,42,"c(-122.717955, 44.00473)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-6,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10715.001055899083,"Eugene, OR Urbanized Area",10715.001055899083,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,71,71,52,52,52,453.69,Norton Creek,Steelhead,Spawning and rearing,13.19,230,17090001008251,460,9.69237709,145.23,7,5,N,Y,2001,42,"c(-122.714917, 44.006911)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-7,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10010.262044460496,"Eugene, OR Urbanized Area",10010.262044460496,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752878,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0.09554878,1.134,1403.76,1403.76,1403.76,48,48,48,2.99,0.24,0.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,1.22,0.088496,24.64,644.18,525.49,772.92,1.13,1.22,24.64,644.18,525.49,772.92,0.1,1.134,1.22,24.64,644.18,525.49,772.92,0.088496,1.13,1,1,1,1.03,0.93,0.93,0.93,71,71,71,52,71,52,52,1247.06,Norton Creek,Steelhead,Spawning and rearing,13.32,389,17090001003118,460,2.56077027,0.66,7,5,N,Y,2001,71,"c(-122.7248, 44.007324)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-8,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,10307.523897828023,"Eugene, OR Urbanized Area",10307.523897828023,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752878,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,93.97,0,0,6.03,0,0,0,0,0,0.09554878,1.134,1403.76,1403.76,1403.76,48,48,48,2.99,0.24,0.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,2551631,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,1.22,0.088496,24.64,644.18,525.49,772.92,1.13,1.22,24.64,644.18,525.49,772.92,0.1,1.134,1.22,24.64,644.18,525.49,772.92,0.088496,1.13,1,1,1,1.03,0.93,0.93,0.93,42,42,42,42,71,71,52,840.86,Norton Creek,Steelhead,Spawning and rearing,86.72,76,17090001009601,460,8.72992611,5.15,7,5,N,Y,2001,42,"c(-122.719363, 44.008687)",5,5,5,7,7,N
OWRI - OR_20010760,OWRI - OR_20010760-WS-9,OR,LOWER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,39426.125335647754,FALSE,12511.550372888967,"Eugene, OR Urbanized Area",12511.550372888967,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23752808,0,0,0,0,0,0,3.59,0,3.14,0,3.14,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0.16,90.61,2.44,3.4,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,82.78,1.2,9.73,6.22,0,0,0,0,0,0.04650828,9.280999999999999,1302.6,1508.4,1508.4,49.59,49.26,49.26,8.34,0.52,5.3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,2551596,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,2551596,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.71,15.98,0.032328,23.36,601.44,281.45,943.88,9.28,7.68,20.6,495.33,281.45,771.03,0.05,3.683,15.98,23.36,601.44,281.45,943.88,0.032328,9.28,3,5,5,1.1,0.48,0.58,0.58,42,42,42,42,42,42,42,70.93,Norton Creek,Steelhead,Spawning and rearing,70.93,629,17090001000495,460,2.14690614,17.89,7,5,N,Y,2001,42,"c(-122.700539, 43.992923)",5,5,5,7,7,N
OWRI - OR_20010761,OWRI - OR_20010761-WS-1,OR,LOWER MCKENZIE RIVER-LEABURG CANAL,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,15934.056868206757,FALSE,16940.350846007565,"Eugene, OR Urbanized Area",16940.350846007565,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23772837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0.09177171,4.767,1700.16,1700.16,1700.16,52.58,52.58,52.58,6.08,0.41,3.16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,7.23,0.018868,34.53,766.86,364.6,1200.89,4.77,7.23,34.53,766.86,364.6,1200.89,0.09,4.767,7.23,34.53,766.86,364.6,1200.89,0.018868,4.77,3,3,3,1.33,0.66,0.66,0.66,42,42,42,42,42,42,42,956.93,McKenzie River,Chinook salmon,Spawning and rearing,80.96,275,17090004010861,460,7.50456095,1.82,7,5,N,Y,2001,42,"c(-122.630769, 44.105312)",5,5,5,7,7,N
OWRI - OR_20010761,OWRI - OR_20010761-WS-5,OR,LOWER MCKENZIE RIVER-LEABURG CANAL,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,15934.056868206757,FALSE,16853.850489398403,"Eugene, OR Urbanized Area",16853.850489398403,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23772837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0.09177171,4.767,1700.16,1700.16,1700.16,52.58,52.58,52.58,6.08,0.41,3.16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,7.23,0.018868,34.53,766.86,364.6,1200.89,4.77,7.23,34.53,766.86,364.6,1200.89,0.09,4.767,7.23,34.53,766.86,364.6,1200.89,0.018868,4.77,3,3,3,1.33,0.66,0.66,0.66,42,42,42,42,42,42,52,884.04,McKenzie River,Chinook salmon,Spawning and rearing,16.3,275,17090004010861,460,7.50456095,3.24,7,5,N,Y,2001,42,"c(-122.631972, 44.105438)",5,5,5,7,7,N
OWRI - OR_20010761,OWRI - OR_20010761-WS-6,OR,LOWER MCKENZIE RIVER-LEABURG CANAL,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,15934.056868206757,FALSE,17046.291642054915,"Eugene, OR Urbanized Area",17046.291642054915,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23772837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0.09177171,4.767,1700.16,1700.16,1700.16,52.58,52.58,52.58,6.08,0.41,3.16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,7.23,0.018868,34.53,766.86,364.6,1200.89,4.77,7.23,34.53,766.86,364.6,1200.89,0.09,4.767,7.23,34.53,766.86,364.6,1200.89,0.018868,4.77,3,3,3,1.33,0.66,0.66,0.66,42,42,42,42,42,42,42,1058.47,McKenzie River,Chinook salmon,Spawning and rearing,17.32,580,17090004010681,460,7.50456095,7.34,7,5,N,Y,2001,42,"c(-122.629256, 44.105069)",5,5,5,7,7,N
OWRI - OR_20010761,OWRI - OR_20010761-WS-7,OR,LOWER MCKENZIE RIVER-LEABURG CANAL,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,15934.056868206757,FALSE,17295.81571665999,"Eugene, OR Urbanized Area",17295.81571665999,"Eugene, OR Urbanized Area",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23772837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,92.14,0.75,6.63,0.39,0,0,0,0,0,0.09177171,4.767,1700.16,1700.16,1700.16,52.58,52.58,52.58,6.08,0.41,3.16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,2554282,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.64,7.23,0.018868,34.53,766.86,364.6,1200.89,4.77,7.23,34.53,766.86,364.6,1200.89,0.09,4.767,7.23,34.53,766.86,364.6,1200.89,0.018868,4.77,3,3,3,1.33,0.66,0.66,0.66,42,42,42,71,71,52,42,1118.45,McKenzie River,Chinook salmon,Spawning and rearing,65.51,521,17090004010856,460,7.50456095,11.13,7,5,N,Y,2001,42,"c(-122.62664, 44.106498)",5,5,5,7,7,N
OWRI - OR_20010763,OWRI - OR_20010763-WS-1,OR,UPPER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,5348.898298340326,FALSE,24477.6059736963,"Eugene, OR Urbanized Area",12674.361343418339,"Sweet Home, OR Urban Cluster",FALSE,41039,Lane,41,1698,210,157,6422,20005,6202,19102,2587,2649,4106,2269,6117,2356,6420,1261,16453,1667,11821,5155,23773837,3.43,0,3.43,0,3.43,0,2.9,0,2.9,0,2.9,0,0,0,0,0,0,0,0,0.14,83.13,10.32,3.39,3,0.03,0,0,0,0,0,0,0,0,0,0,0,0.14,83.13,10.32,3.39,3,0.03,0,0,0,0,0,0,0,0,0,0,0,0.14,83.13,10.32,3.39,3,0.03,0,0,0,0,0.08305885,3.514,1232.52,1232.52,1232.52,52,52,52,4.41,0.32,1.87,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2554774,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2554774,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2554774,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,3.24,0.022792,21.22,376.46,225.16,679.22,3.51,3.24,21.22,376.46,225.16,679.22,0.08,3.514,3.24,21.22,376.46,225.16,679.22,0.022792,3.51,3,3,3,1.07,1.08,1.08,1.08,42,42,42,42,42,42,42,1428.26,Log Creek,Steelhead,Spawning and rearing,20.32,255,17090004009162,460,7.90184164,532.39,8,5,N,Y,2001,42,"c(-122.787062, 44.273911)",5,6,NA,7,9,N
