project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean,geometry,here_class_0,here_class_badmatch,here_class_namatch,here_speed_0,here_speed_badmatch,here_paved_0,pvall_5km_buff,stall_5km_buff,fedother_5km_buff,pvall_2km_buff,stall_2km_buff,fedother_2km_buff,pvall_1km_buff,stall_1km_buff,fedother_1km_buff
OWRI - OR_20020461,OWRI - OR_20020461-WS-2,OR,BUSTER CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19682.25242287216,TRUE,41345.65520374106,"Longview, WA--OR Urbanized Area",36380.20224828777,"Seaside, OR Urban Cluster",41007,Clatsop,41,465,0,52,673,809,254,2284,246,186,265,144,281,70,236,166,1667,155,2804,617,23871983,0,0,0.01,0,0.01,0,0,0,0.02,0,0.02,0,0,0,4.24,0.03,0,0,0,0.31,75.01,17.13,3.25,0.02,0,0,0.02,0,0,0,0,4.19,0,0,0,0,1.12,58.9,29,6.78,0,0,0,0,0,0,0,0,4.24,0.03,0,0,0,0.31,75.01,17.13,3.25,0.02,0,0,0.02,0,0,0.01029131,16.627,2090.28,1862.64,1862.64,49,49.12,49.12,9.92,0.59,7.04,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2568262,0,0,1.27,0.04,0,0,0,0,0,0,0,0,0,0,1.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.27,0.04,0,0,0,0,0,0,0,0,0,0,1.31,24.71,0.008419,23.4,379.98,216.3,765.92,16.63,2.02,18.58,284.55,216.3,453.86,0.01,1.785,24.71,23.4,379.98,216.3,765.92,0.008419,16.63,0,5,5,1.26,0.88,0.67,0.67,52,52,52,52,52,52,52,7.03,Buster Creek,Chinook salmon,Unknown,7.03,1906,17100202000075,460,0.95176774,93.26,7,5,N,Y,171002020304,Buster Creek,S,TF,171002020305,3.87139e-4,0.00469344,0.00155499,0.0383643,0.00251272,0.0555053,5.69117e-4,0.0122571,8.0524e-5,4.62924e-4,0,0,0,0,0,0,0,0,0.05655708,0,0,0,0.10056411,0.84287881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04204171,0,0,0,0.08843011,0.86952819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,52,4,4,1,0,0,4,0,0,1,0,0,1,0,0,4920.56310571804,1148.4656734049877,539.4103830872901,"c(-123.450879, 45.899295)",5,5,5,7,7,N,0.05655708,0.94344292,0,0.04204171,0.9579583,0,0,1,0
OWRI - OR_20020461,OWRI - OR_20020461-WS-3,OR,BUSTER CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19682.25242287216,TRUE,41590.180544356364,"Longview, WA--OR Urbanized Area",36096.380704982315,"Seaside, OR Urban Cluster",41007,Clatsop,41,465,0,52,673,809,254,2284,246,186,265,144,281,70,236,166,1667,155,2804,617,23871983,0,0,0.01,0,0.01,0,0,0,0.02,0,0.02,0,0,0,4.24,0.03,0,0,0,0.31,75.01,17.13,3.25,0.02,0,0,0.02,0,0,0,0,4.19,0,0,0,0,1.12,58.9,29,6.78,0,0,0,0,0,0,0,0,4.24,0.03,0,0,0,0.31,75.01,17.13,3.25,0.02,0,0,0.02,0,0,0.01029131,16.627,2090.28,1862.64,1862.64,49,49.12,49.12,9.92,0.59,7.04,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2568262,0,0,1.27,0.04,0,0,0,0,0,0,0,0,0,0,1.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.27,0.04,0,0,0,0,0,0,0,0,0,0,1.31,24.71,0.008419,23.4,379.98,216.3,765.92,16.63,2.02,18.58,284.55,216.3,453.86,0.01,1.785,24.71,23.4,379.98,216.3,765.92,0.008419,16.63,0,5,5,1.26,0.88,0.67,0.67,43,43,43,43,43,43,43,27.25,Buster Creek,Chinook salmon,Unknown,27.25,1906,17100202000075,460,0.95176774,113.45,7,5,N,Y,171002020304,Buster Creek,S,TF,171002020305,3.87139e-4,0.00469344,0.00155499,0.0383643,0.00251272,0.0555053,5.55112e-4,0.0120798,8.0524e-5,4.44772e-4,0,0,0,0,0,0,0,0,0.05655708,0.00657885,0,0,0.08840567,0.8484584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08752752,0,0,0,0,0.91247248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,43,4,4,1,0,0,4,0,0,1,0,0,1,0,0,4920.56310571804,1148.4656734049877,539.4103830872901,"c(-123.454657, 45.899495)",5,5,5,7,7,N,0.06313593,0.9368640699999999,0,0.08752752,0.91247248,0,0,1,0
OWRI - OR_20020461,OWRI - OR_20020461-WS-4,OR,BUSTER CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19682.25242287216,TRUE,40529.54389060213,"Longview, WA--OR Urbanized Area",37127.0787257663,"Seaside, OR Urban Cluster",41007,Clatsop,41,465,0,52,673,809,254,2284,246,186,265,144,281,70,236,166,1667,155,2804,617,23871985,0,0,0.02,0,0.02,0,0,0,0.03,0,0.03,0,0,0,4.51,0.03,0,0,0,0.25,75.97,16.53,2.65,0.03,0,0,0.03,0,0,0,0,4.77,0.02,0,0,0,0.54,57.9,33.73,2.88,0.1,0,0,0.06,0,0,0,0,4.51,0.03,0,0,0,0.25,75.97,16.53,2.65,0.03,0,0,0.03,0,0,0.00850968,11.099,1821.6,1716.6,1716.6,49.04,49.18,49.18,8.47,0.53,5.44,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2568263,0,0,1.41,0.06,0,0,0,0,0,0,0,0,0,0,1.48,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,1.41,0.06,0,0,0,0,0,0,0,0,0,0,1.48,16.62,0.005405,21.22,341.37,233.21,711.88,11.1,4.34,24.24,351.83,233.21,702.76,0.01,2.221,16.62,21.22,341.37,233.21,711.88,0.005405,11.1,1,4,4,1.1,0.51,0.67,0.67,43,43,43,43,43,43,43,27.62,Buster Creek,Coho salmon,Spawning and rearing,27.62,1687,17100202000076,460,1.30786526,79.85,7,5,N,Y,171002020304,Buster Creek,S,TF,171002020305,4.00956e-4,0.00484756,0.00158463,0.0393682,0.00262455,0.0579073,5.79552e-4,0.0125156,8.29667e-5,4.62924e-4,0,0,0,0,0,0,0,0,0.05655708,0,0,0,0.10056411,0.84287881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12527843,0,0,0,0.37816559,0.49655598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1750312,0,0,0,0.50085806,0.32411074,0,0,0,0,0,0,2002,43,4,4,1,0,0,4,0,0,1,0,0,1,0,0,4920.56310571804,1148.4656734049877,539.4103830872901,"c(-123.439969, 45.90076)",5,5,5,7,7,N,0.05655708,0.94344292,0,0.12527843,0.87472157,0,0.1750312,0.8249688,0
OWRI - OR_20020469,OWRI - OR_20020469-WS-1,OR,PLYMPTON CREEK,PLYMPTON CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,15744.415864183442,TRUE,30696.4818605543,"Longview, WA--OR Urbanized Area",28052.35934173709,"Astoria, OR Urban Cluster",41007,Clatsop,41,465,0,52,673,809,254,2284,246,186,265,144,281,70,236,166,1667,155,2804,617,24521498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0.12,0.03,0.02,0.15,2.83,69.66,19.64,0.84,1.88,0,0,0,0,0,0,0,4.82,0.12,0.03,0.02,0.15,2.83,69.66,19.64,0.84,1.88,0,0,0,0,0,0,0,4.82,0.12,0.03,0.02,0.15,2.83,69.66,19.64,0.84,1.88,0,0,0,0,0,0.07176736,6.788,1714.56,1714.56,1714.56,46.71,46.71,46.71,7.03,0.46,4.01,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2653570,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,10.43,0.010309,26.48,548.72,244.46,916.7,6.79,10.43,26.48,548.72,244.46,916.7,0.07,6.788,10.43,26.48,548.72,244.46,916.7,0.010309,6.79,3,3,3,1.79,0.65,0.65,0.65,43,43,43,43,43,43,43,333.96,West Fork Plympton Creek,Steelhead,Spawning and rearing,37.27,239,17080003000578,460,9.13083267,447.13,8,5,N,Y,170800030801,West Creek-Frontal Columbia River,F,IT,170800030900,1.94698e-4,0.00283661,8.72116e-4,0.0249826,0.00136287,0.0364202,3.14118e-4,0.00890282,8.33906e-5,4.06695e-4,0,0,0,0,0,0,0,0,0.01647189,0.09068847,0,0,0,0.89283964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920607,0,0,0,0.99079393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,15744.415864183442,0,0,"c(-123.418926, 46.105479)",5,6,NA,5,9,N,0.10716036,0.89283964,0,0.00920607,0.99079393,0,0,1,0
OWRI - OR_20020490,OWRI - OR_20020490-WS-1,OR,COOS RIVER,LAKESIDE FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,138607.41142867718,TRUE,108176.82039837976,"Eugene, OR Urbanized Area",1599.9632450103363,"Coos Bay, OR Urban Cluster",41011,Coos,41,924,41,0,681,1470,496,3118,572,690,477,248,474,0,1151,71,3141,681,1879,717,23910583,9,0,15.19,0,13.39,0,5.25,0,5.99,0,6,0,0.41,0,0.28,0.41,0.28,0,0,0,14.07,5.66,23.31,0,0,0,2.21,53.38,0,37.5,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.00294117,0.6950000000000001,1281.36,1268.28,1281.24,36,35.53,35.73,3.3,0.26,1.17,21.83,78.17,0,0,0,94.49,5.51,0,0,0,98.39,1.61,0,0,0,2574590,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0,9.24,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.41,0.65,0,10.23,31.96,0,174.46,0.7,0.01,1.5,1.42,0,2.51,0,0.068,1.58,12.73,41.15,0,174.46,0,2.05,0,2,2,1,6.8,1.08,1.3,23,23,23,23,23,23,23,117.67,Coos Bay,Chum salmon,Migration only,12.07,622.48,17100304023400,460,0.69933742,2.01,5,5,Y,Y,171003040301,Coos River,S,"LE,GC,CD",171003040306,4.99255e-5,9.98511e-5,4.78896e-4,0.00269974,6.30648e-4,0.00329159,1.01787e-4,4.85845e-4,0,2.56101e-4,0,0.021673,0,0,0,0,0,0,0.83023387,0,0,0,0,0,0,0,0,0,0,0.14809313,0,0,0,0,0,0,0,0,0.85833344,0,0,0,0,0,0,0,0,0,0,0.14166656,0,0,0,0,0,0,0,0,0.75053458,0,0,0,0,0,0,0,0,0,0,0.24946542,2002,23,1,1,1,0,0,1,0,0,1,0,0,1,0,0,138607.41142867718,0,0,"c(-124.157691, 43.36085)",5,5,5,5,5,Y,0.83023387,0,0,0.85833344,0,0,0.75053458,0,0
OWRI - OR_20020495,OWRI - OR_20020495-WS-1,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,67917.63160005183,TRUE,13765.142621585104,"Portland, OR--WA Urbanized Area",32.249380044090344,"St. Helens, OR Urban Cluster",41009,Columbia,41,285,77,0,332,2982,151,1338,387,108,217,68,225,NA,131,0,877,79,802,345,23814966,77.8,0,18.19,0,18.19,0,26.96,0,6.32,0,6.32,0,0,0,5.05,0.67,0.08,0.02,0.01,0.85,47.02,22.05,16.29,5.37,1.68,0.19,0.49,0.22,0,0,0,18.21,7.52,1.61,0.47,0.06,1.45,9.1,24.72,9.44,1.2,13.45,4.87,2.64,5.26,0,0,0,5.05,0.67,0.08,0.02,0.01,0.85,47.02,22.05,16.29,5.37,1.68,0.19,0.49,0.22,0,0.01025817,66.832,1080.84,1316.88,1316.88,50.5,52.16,52.16,16.11,0.84,15.54,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560556,0,0,2.09,0.02,0,0,0,0,0,0,0,0,0,0,2.12,0,0.13,3.8,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,2.09,0.02,0,0,0,0,0,0,0,0,0,0,2.12,83.21,0.016909,20.72,314.32,9.48,639.9,66.83,3.23,17.52,65.77,9.48,210.45,0.01,4.222,83.21,20.72,314.32,9.48,639.9,0.016909,66.83,7,56,56,1.16,1.31,0.8,0.8,95,95,95,95,95,95,95,14.28,North Scappoose Creek,Chinook salmon,Spawning and rearing,14.28,319.84,17090012000049,460,1.28768635,66.85,4,4,Y,Y,170900120302,North Scappoose Creek,S,NM,170900120304,0.00115595,0.0114226,0.00552978,0.127529,0.00841291,0.16872500000000001,0.00174612,0.0300447,1.45206e-4,0.00135995,0,0,0,0,0,0,0,0,0.9917682,0.0082318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,95,1,1,1,0,0,1,0,0,1,0,0,1,0,0,67917.63160005183,0,0,"c(-122.899779, 45.778827)",4,4,4,4,4,Y,1,0,0,1,0,0,1,0,0
OWRI - OR_20020497,OWRI - OR_20020497-WS-1,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,149002.96728582797,TRUE,24480.509606700438,"Longview, WA--OR Urbanized Area",9894.74844384303,"St. Helens, OR Urban Cluster",41009,Columbia,41,285,77,0,332,2982,151,1338,387,108,217,68,225,NA,131,0,877,79,802,345,23815112,11.14,0,11.14,0,11.14,0,4.9,0,4.9,0,4.9,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.03986533,5.942,1285.32,1285.32,1285.32,52.78,52.78,52.78,6.51,0.43,3.54,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560627,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,8.59,0.006734,18.03,365.03,190.18,624.68,5.94,8.59,18.03,365.03,190.18,624.68,0.04,5.942,8.59,18.03,365.03,190.18,624.68,0.006734,5.94,5,5,5,1.31,0.69,0.69,0.69,43,43,43,43,43,43,43,2043.5,Unnamed trib to Clatskanie River,Steelhead,Spawning and rearing,0.18,563,17090012000112,460,4.29787016,234.32,8,5,N,Y,170900120302,North Scappoose Creek,S,NM,170900120304,9.25702e-4,0.00981607,0.00440945,0.105136,0.0067665,0.140733,0.00143952,0.0262352,1.43295e-4,0.00111874,0,0.26034441,0,0,0,0,0,0,0.71186367,0,0,0,0.01038424,0.01740768,0,0,0,0,0,0,0,0.12333344,0,0,0,0,0,0,0.7575015,0,0,0,0.02359667,0.09556838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97804805,0,0,0,0,0.02195195,0,0,0,0,0,0,2002,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,149002.96728582797,0,0,"c(-123.019294, 45.85461)",5,6,NA,7,9,N,0.71186367,0.027791919999999998,0,0.7575015,0.11916505,0,0.97804805,0.02195195,0
OWRI - OR_20020498,OWRI - OR_20020498-WS-1,OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,164249.78254298246,TRUE,20902.365730113004,"Portland, OR--WA Urbanized Area",5209.028615593089,"St. Helens, OR Urban Cluster",41009,Columbia,41,285,77,0,332,2982,151,1338,387,108,217,68,225,NA,131,0,877,79,802,345,23815114,16.7,0,16.7,0,16.7,0,7.04,0,7.04,0,7.04,0,0,0,6.61,0.57,0.02,0,0.02,1.65,39.25,24.82,16.35,2.46,6.99,0.01,1.19,0.08,0,0,0,6.61,0.57,0.02,0,0.02,1.65,39.25,24.82,16.35,2.46,6.99,0.01,1.19,0.08,0,0,0,6.61,0.57,0.02,0,0.02,1.65,39.25,24.82,16.35,2.46,6.99,0.01,1.19,0.08,0,0.02596914,7.28,1191.12,1191.12,1191.12,52.85,52.85,52.85,7.37,0.47,4.33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560628,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,11.73,0.004121,19.58,193.99,65.16,458.27,7.28,11.73,19.58,193.99,65.16,458.27,0.03,7.28,11.73,19.58,193.99,65.16,458.27,0.004121,7.28,6,6,6,1.22,0.62,0.62,0.62,43,43,43,43,43,43,43,21.52,Cox Creek,Coho salmon,Spawning and rearing,16.24,272,17090012001079,460,2.94726968,41.82,5,5,N,Y,170900120303,Milton Creek,S,NM,170900120304,9.79581e-4,0.010286,0.00473805,0.11297,0.00732379,0.152025,0.00153139,0.0275301,1.48586e-4,0.00119013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,164249.78254298246,0,0,"c(-122.939692, 45.855742)",5,5,5,5,5,N,1,0,0,1,0,0,1,0,0
OWRI - OR_20020522,OWRI - OR_20020522-WS-1,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,44386.2513618053,TRUE,25533.420355882863,"Longview, WA--OR Urbanized Area",9984.230667015758,"St. Helens, OR Urban Cluster",41009,Columbia,41,285,77,0,332,2982,151,1338,387,108,217,68,225,NA,131,0,877,79,802,345,23815176,3.01,0,3.01,0,3.01,0,4.67,0,4.67,0,4.67,0,0,0,4.72,0.05,0,0,0,0.17,67.5,16.6,8.13,2.56,0.27,0,0,0,0,0,0,4.72,0.05,0,0,0,0.17,67.5,16.6,8.13,2.56,0.27,0,0,0,0,0,0,4.72,0.05,0,0,0,0.17,67.5,16.6,8.13,2.56,0.27,0,0,0,0,0.07787722,2.675,1318.92,1318.92,1318.92,53,53,53,4.65,0.34,2.04,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560659,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,1.84,3.7,0.029851,17.93,430.18,207.33,634.12,2.68,3.7,17.93,430.18,207.33,634.12,0.08,2.675,3.7,17.93,430.18,207.33,634.12,0.029851,2.68,4,4,4,1.06,0.72,0.72,0.72,42,42,42,42,42,42,42,2288.92,East Fork Nehalem River,Coho salmon,Spawning and rearing,26.95,604,17090012000624,460,4.83523273,646.14,8,5,N,Y,170900120302,North Scappoose Creek,S,NM,170900120304,9.34242e-4,0.00984787,0.00442013,0.104947,0.00687714,0.142354,0.00144214,0.0262186,1.41711e-4,0.00112021,0,0.21736676,0,0,0,0,0,0,0.75484132,0,0,0,0.01038424,0.01740768,0,0,0,0,0,0,0,0.1711815,0,0,0,0,0,0,0.8288185,0,0,0,0,0,0,0,0,0,0,0,0,0.37913888,0,0,0,0,0,0,0.62086112,0,0,0,0,0,0,0,0,0,0,0,2002,42,1,1,0,0,1,0,0,1,0,0,1,0,0,1,44386.2513618053,0,0,"c(-123.02961, 45.846138)",5,6,NA,7,9,N,0.75484132,0.027791919999999998,0,0.8288185,0,0,0.62086112,0,0
OWRI - OR_20020523,OWRI - OR_20020523-WS-1,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,7068.977982862536,TRUE,24480.509606700438,"Longview, WA--OR Urbanized Area",9894.74844384303,"St. Helens, OR Urban Cluster",41009,Columbia,41,285,77,0,332,2982,151,1338,387,108,217,68,225,NA,131,0,877,79,802,345,23815112,11.14,0,11.14,0,11.14,0,4.9,0,4.9,0,4.9,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.01,0,3.09,0.19,0,0,0,1.04,48.96,32.99,10.73,2.48,0.44,0,0.07,0,0,0.03986533,5.942,1285.32,1285.32,1285.32,52.78,52.78,52.78,6.51,0.43,3.54,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560627,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,0,0,1.9,0.13,0,0,0,0,0,0,0,0,0,0,2.03,8.59,0.006734,18.03,365.03,190.18,624.68,5.94,8.59,18.03,365.03,190.18,624.68,0.04,5.942,8.59,18.03,365.03,190.18,624.68,0.006734,5.94,5,5,5,1.31,0.69,0.69,0.69,43,43,43,43,43,43,43,2043.5,Unnamed trib to Clatskanie River,Steelhead,Spawning and rearing,0.18,563,17090012000112,460,4.29787016,234.32,8,5,N,Y,170900120302,North Scappoose Creek,S,NM,170900120304,9.25702e-4,0.00981607,0.00440945,0.105136,0.0067665,0.140733,0.00143952,0.0262352,1.43295e-4,0.00111874,0,0.26034441,0,0,0,0,0,0,0.71186367,0,0,0,0.01038424,0.01740768,0,0,0,0,0,0,0,0.12333344,0,0,0,0,0,0,0.7575015,0,0,0,0.02359667,0.09556838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97804805,0,0,0,0,0.02195195,0,0,0,0,0,0,2002,43,1,1,0,0,1,0,0,1,0,0,1,0,0,1,7068.977982862536,0,0,"c(-123.019294, 45.85461)",5,6,NA,7,9,N,0.71186367,0.027791919999999998,0,0.7575015,0.11916505,0,0.97804805,0.02195195,0
